conversation_id,comment_number,comment,response
3,50,feel differently.,"That's a, it's a tough, tough question, it really is."
3,51,"That's a, it's a tough, tough question, it really is.",Do you think most states have that or? <child>. -
3,52,Do you think most states have that or? <child>. -,"Yes, I think most states do have capital punishment. Yes."
3,53,"Yes, I think most states do have capital punishment. Yes.","Uh-huh, huh."
3,54,"Uh-huh, huh.","But, I think the U S is one of the few countries that still do."
3,55,"But, I think the U S is one of the few countries that still do.","That still does it, that's right."
3,56,"That still does it, that's right.","Yes, they're only, - I was reading something about it the other day, I think there was only like six or eight countries in the world, that have capital punishment still."
3,57,"Yes, they're only, - I was reading something about it the other day, I think there was only like six or eight countries in the world, that have capital punishment still.",Uh-huh.
3,58,Uh-huh.,"A lot of them had to have el-, elected not to do so. Now I don't know, what they do in place of it. You know, maybe it's life in prisonment or, you know, something, I don-, I don't know how they handle it bu-, I was surprised to learn that so few countries have capital punishment."
3,59,"A lot of them had to have el-, elected not to do so. Now I don't know, what they do in place of it. You know, maybe it's life in prisonment or, you know, something, I don-, I don't know how they handle it bu-, I was surprised to learn that so few countries have capital punishment.","Have that. Well, and it doesn't seem like very many people, uh, are really, - I mean, there's a lot of people that are on death row."
3,60,"Have that. Well, and it doesn't seem like very many people, uh, are really, - I mean, there's a lot of people that are on death row.","Oh, yes."
3,61,"Oh, yes.","But there's not very many people that actually, um. do get killed."
3,62,"But there's not very many people that actually, um. do get killed.","Yes, a lot of them do get their sentences commuted to something else."
3,63,"Yes, a lot of them do get their sentences commuted to something else.","Uh-huh. So, it seems like a of people live there, and then through appeals. -"
3,64,"Uh-huh. So, it seems like a of people live there, and then through appeals. -",Yes.
3,65,Yes.,"Because I know they do frequently, - I mean they cover, cover it pretty heavily on television and the newspaper."
3,66,"Because I know they do frequently, - I mean they cover, cover it pretty heavily on television and the newspaper.",Uh-huh. Yes.
3,67,Uh-huh. Yes.,If it finally gets to that point.
3,68,If it finally gets to that point.,"Right, the first appeal is automatic, so that delays it for a few years just right off the bat."
3,69,"Right, the first appeal is automatic, so that delays it for a few years just right off the bat.",Yeah.
3,70,Yeah.,"There's, there's a lot of, you know, last minute, uh, <sniffing> things that happen cause a person not to,"
3,71,"There's, there's a lot of, you know, last minute, uh, <sniffing> things that happen cause a person not to,",Uh-huh.
3,72,Uh-huh.,have to go through the whole thing.
3,73,have to go through the whole thing.,"Uh-huh. So is it, uh, - are we doing lethal injection now?"
3,74,"Uh-huh. So is it, uh, - are we doing lethal injection now?","Yes, uh-huh. That's, that's fairly recent, I don't know, how recent, but fairly recent, in the state of Texas. Before that, it was, uh, death by electrocution."
3,75,"Yes, uh-huh. That's, that's fairly recent, I don't know, how recent, but fairly recent, in the state of Texas. Before that, it was, uh, death by electrocution.","Uh-huh, wh-, which seems so awful."
3,76,"Uh-huh, wh-, which seems so awful.","Yes, it certainly does."
3,77,"Yes, it certainly does.","So, it's a little bit more humane, I guess, it is, -"
3,78,"So, it's a little bit more humane, I guess, it is, -","Yes, it would almost have to be, I suppose. If you, if you had to chose, I guess I would, I am sure I would take the lethal injection."
3,79,"Yes, it would almost have to be, I suppose. If you, if you had to chose, I guess I would, I am sure I would take the lethal injection.","<Laughter> Yes, the other one just seems so terrible."
3,80,"<Laughter> Yes, the other one just seems so terrible.","Yes, absolutely."
3,81,"Yes, absolutely.",Um.
3,82,Um.,"It's a, it's a tough question. It really is. I guess, if I had to say yes or no, I would say, you know, yes. I, I would have to lean toward capital punishment, you know, for certain crimes."
3,83,"It's a, it's a tough question. It really is. I guess, if I had to say yes or no, I would say, you know, yes. I, I would have to lean toward capital punishment, you know, for certain crimes.","Well, do you think that we do it because we want it to deter crime or, it's not because we don't want to pay for inmates to stay in prison?"
3,84,"Well, do you think that we do it because we want it to deter crime or, it's not because we don't want to pay for inmates to stay in prison?","No, I don't think it's a monetary thing."
3,85,"No, I don't think it's a monetary thing.",Uh-huh.
3,86,Uh-huh.,"I think, - we hope that it will be, you know, some sort of determ-, deterrent or, you know, an eye for an eye type thing, or something like that."
3,87,"I think, - we hope that it will be, you know, some sort of determ-, deterrent or, you know, an eye for an eye type thing, or something like that.",Um.
3,88,Um.,"Some of the crimes are just so brutal and so, you know, useless. This may seem to be the best way out. I don't know."
3,89,"Some of the crimes are just so brutal and so, you know, useless. This may seem to be the best way out. I don't know.",Yes.
3,90,Yes.,"Easiest way out maybe. No, I don't think it's a monetary thing."
3,91,"Easiest way out maybe. No, I don't think it's a monetary thing.","Um. Well, um, and I notice that the crime rate was up in the Dallas area <throat_clearing>. It's, +"
3,92,"Um. Well, um, and I notice that the crime rate was up in the Dallas area <throat_clearing>. It's, +","Yes, especially the murder rate, its just gone crazy."
3,93,"Yes, especially the murder rate, its just gone crazy.","It's kind of been scary,"
3,94,"It's kind of been scary,",Yes.
3,95,Yes.,"to think about it and, +"
3,96,"to think about it and, +",Absolutely.
3,97,Absolutely.,And you're hoping there is something that will cut down on that.
3,98,And you're hoping there is something that will cut down on that.,"Yes, I wish I had the answer for that, everybody does."
3,99,"Yes, I wish I had the answer for that, everybody does.","You hate to have the dubious honor of being, you know, so high in the, +"
3,100,"You hate to have the dubious honor of being, you know, so high in the, +","Yes, it's nothing to be proud of,"
3,101,"Yes, it's nothing to be proud of,","in statistics,"
3,102,"in statistics,",certainly not.
3,103,certainly not.,"But I, you know, - we have been really fortunate our family,"
3,104,"But I, you know, - we have been really fortunate our family,",Yes.
3,105,Yes.,hasn't had any crime.
3,106,hasn't had any crime.,"Yes, so have we been very, very fortunate."
3,107,"Yes, so have we been very, very fortunate.","And, so we don't, - it's harder to think about the poor people that have suffered that way."
3,108,"And, so we don't, - it's harder to think about the poor people that have suffered that way.",That's right. Absolutely.
3,109,That's right. Absolutely.,"And how they would expect, +"
